URL link,Title,Date,title,description,keywords,og:title,og:description,og:type,og:url,og:site_name,og:locale,twitter:card,twitter:site,twitter:title,twitter:description,@context,@type,itemListElement,mainEntityOfPage,headline,datePublished,dateModified,articleBody,articleSection,url,author,publisher,image,location,name,logo,email,potentialAction,article:type,article:section,article:summary,dateCreated,address,identifier,creator,genre,sameAs,@graph,isAccessibleForFree,isPartOf,mentions,video,hasPart,diversityPolicy,legalName,leiCode,telephone,brand,wordCount,thumbnailUrl
https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3LmZpbmFuY2llcndvcmxkd2lkZS5jb20vYWktYW5kLXByb2R1Y3Rpdml0edIBAA?oc=5,AI and productivity - Financier Worldwide,2021-04-13,N/A,"<p>Since 2001, Financier Worldwide has been providing valuable information on corporate finance and board-level business issues through its monthly print magazine and exclusive website content.&nbsp;<span style=""line-height:1.6em"">As a leading publisher of news and analysis on this dynamic global market, the organisation is immediately recognisable as a valued source of intelligence to the corporate, investment and advisory community.</span></p>",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://schema.org,LocalBusiness,,,,,,,,https://www.financierworldwide.com,,,https://static1.squarespace.com/static/52d7b15be4b0bd82f382963c/t/52d7b36fe4b05a02fb7f64d0/1719222574490/,,Financier Worldwide,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYmVjb21pbmdodW1hbi5haS9kaXNlbnRhbmdsaW5nLWFpLW1hY2hpbmUtbGVhcm5pbmctYW5kLWRlZXAtbGVhcm5pbmctMzI2ZGQyYzU1ODFh0gEA?oc=5,"Disentangling AI, Machine Learning, and Deep Learning - Becoming Human: Artificial Intelligence Magazine",2021-04-09,N/A,"Deep learning is a subset of machine learning, which in turn is a subset of artificial intelligence, but the origins of these names arose from an interesting history. In addition, there are…",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://schema.org,NewsArticle,,https://becominghuman.ai/disentangling-ai-machine-learning-and-deep-learning-326dd2c5581a,"Disentangling AI, Machine Learning, and Deep Learning",2021-04-09T13:52:44.371Z,2022-01-07T04:46:29.890Z,,,https://becominghuman.ai/disentangling-ai-machine-learning-and-deep-learning-326dd2c5581a,"{'@type': 'Person', 'name': 'James Montantes', 'url': 'https://james-montantes-exxact.medium.com'}","{'@type': 'Organization', 'name': 'Becoming Human: Artificial Intelligence Magazine', 'url': 'becominghuman.ai', 'logo': {'@type': 'ImageObject', 'width': 146, 'height': 60, 'url': 'https://miro.medium.com/v2/resize:fit:292/1*1fYpRTTpKQNa0zuEPe3itg.png'}}",['https://miro.medium.com/v2/resize:fit:1200/0*fS-JT49yIp-R_wg8.jpg'],,"Disentangling AI, Machine Learning, and Deep Learning",,,,N/A,N/A,N/A,2021-04-09T13:52:44.371Z,,326dd2c5581a,['James Montantes'],,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vbmV3cy5taWNyb3NvZnQuY29tL29uLXRoZS1pc3N1ZXMvMjAyMS8wNC8wOS9kaWdpdGFsLXNraWxscy10cmFpbmluZy1hbmQtZW1wbG95bWVudC1saW5rZWRpbi_SAQA?oc=5,"Catch up on these key skills, training and employment stories from Microsoft On the Issues – On the Issues - Microsoft",2021-04-09,N/A,N/A,COVID-19 digital skills LinkedIn skills Techspark training,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://schema.org,Article,,,"Catch up on these key skills, training and employment stories from Microsoft On the Issues",2021-04-09 11:45:17,,,,https://news.microsoft.com/on-the-issues/2021/04/09/digital-skills-training-and-employment-linkedin/,"[{'@type': 'Person', 'name': 'Seán Fleming'}]","{'@type': 'Organization', 'name': 'Microsoft', 'logo': 'https://news.microsoft.com/wp-content/uploads/prod/sites/358/2018/01/cropped-cropped-microsoft_logo_element-1.png'}",https://news.microsoft.com/wp-content/uploads/prod/sites/358/2021/03/March-skills-header.jpg,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vdGhlaGlsbC5jb20vb3Bpbmlvbi90ZWNobm9sb2d5LzU0NzQxOC10aGUtcmVhbGl0eS1vZi1hbWVyaWNhcy1haS10YWxlbnQtc2hvcnRhZ2VzL9IBXmh0dHBzOi8vdGhlaGlsbC5jb20vb3Bpbmlvbi90ZWNobm9sb2d5LzU0NzQxOC10aGUtcmVhbGl0eS1vZi1hbWVyaWNhcy1haS10YWxlbnQtc2hvcnRhZ2VzL2FtcC8?oc=5,The reality of America’s AI talent shortages - The Hill,2021-04-09,N/A,"Effective education and workforce policy requires understanding the relevant labor market dynamics, including insights on the existence of workforce shortages.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://schema.org,NewsArticle,,"{'@type': 'WebPage', '@id': 'https://thehill.com/opinion/technology/547418-the-reality-of-americas-ai-talent-shortages/'}",The reality of America’s AI talent shortages,2021-04-09T22:31:03+00:00,2021-04-09T22:31:01+00:00,,Technology,https://thehill.com/opinion/technology/547418-the-reality-of-americas-ai-talent-shortages/,"[{'@type': 'Person', 'name': 'Diana Gehlhaus, opinion contributor', 'url': ''}]","{'@type': 'Organization', 'name': 'The Hill'}","{'@type': 'ImageObject', 'url': 'https://thehill.com/wp-content/uploads/sites/2/2018/08/artificialintelligence_82118getty.jpg'}",,The Hill,,,"{'@type': 'SearchAction', 'target': 'https://thehill.com/search/{search_term_string}/', 'query-input': 'required name=search_term_string'}",N/A,N/A,N/A,,,,,"['Opinion', 'Technology']",,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy5kZWZlbnNlLmdvdi9OZXdzL05ld3MtU3Rvcmllcy9BcnRpY2xlL0FydGljbGUvMjU2NzQ4Ni9hcnRpZmljaWFsLWludGVsbGlnZW5jZS1rZXktdG8tbWFpbnRhaW5pbmctbWlsaXRhcnktZWNvbm9taWMtYWR2YW50YWdlcy1sZWFkZXJzL9IBAA?oc=5,"Artificial Intelligence Key to Maintaining Military, Economic Advantages, Leaders Say - Department of Defense",2021-04-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://schema.org,Organization,,,,,,,,https://www.defense.gov/,,,,,U.S. Department of Defense,https://www.defense.gov/Portals/1/Images/DOD-Icon-Header.png?ver=5sAfFl2--9znca0j3SrX_g%3d%3d,,,N/A,N/A,N/A,,,,,,[],,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmluZm93b3JsZC5jb20vYXJ0aWNsZS8zNjc0MTEzL2l0LWNhcmVlci1yb2FkbWFwLWFpLWVuZ2luZWVyLmh0bWzSAVBodHRwczovL3d3dy5pbmZvd29ybGQuY29tL2FydGljbGUvMzY3NDExMy9pdC1jYXJlZXItcm9hZG1hcC1haS1lbmdpbmVlci5hbXAuaHRtbA?oc=5,IT career roadmap: AI engineer - InfoWorld,2021-04-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vbmV3cy5udXMuZWR1LnNnL2NoZXNzLWdyYW5kbWFzdGVyLWdhcnJ5LWthc3Bhcm92LXRoZS1uZXh0LW1vdmUtaW4tdGhlLWFpLWdhbWJpdC_SAQA?oc=5,Chess Grandmaster Garry Kasparov: The next move in the AI gambit - NUS News,2021-04-09,N/A,"&ldquo;Humans + machines&rdquo; facing other &ldquo;humans + machines,&rdquo; says chess grandmaster Garry Kasparov. That is how he sees it, that the future of intelligent work is not about humans versus machines, but for humans and machines to work together.Mr Kasparov should know. After being crowned as the world&rsquo;s youngest-ever chess champion in 1985 at age 22, he w...",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://schema.org,Article,,"{'@type': 'WebPage', '@id': 'https://news.nus.edu.sg/'}",Chess Grandmaster Garry Kasparov: The next move in the AI gambit,2021-04-09T04:15:35+02:00,2021-04-09T04:15:35+02:00,,,,"{'@type': 'Organization', 'name': 'National University of Singapore'}","{'@type': 'Organization', 'name': 'National University of Singapore', 'logo': {'@type': 'ImageObject', 'url': 'https://content.presspage.com/clients/o_2580.jpg'}}",['https://content.presspage.com/uploads/2580/1920_20210409-chessgrandmastergarrykasparov-1a.jpg?10000'],,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vdmVudHVyZWJlYXQuY29tL2FpL2F1dG9tYXRpb24taXMtZXhwYW5kaW5nLWhvdy13b3JyaWVkLXNob3VsZC13ZS1iZS1hYm91dC1qb2JzL9IBAA?oc=5,Automation is expanding. How worried should we be about jobs? - VentureBeat,2021-04-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://schema.org,NewsArticle,,https://venturebeat.com/ai/automation-is-expanding-how-worried-should-we-be-about-jobs/,Automation is expanding. How worried should we be about jobs?,2021-04-11T13:21:40+00:00,2021-04-11T12:39:08+00:00,,,,"{'@type': 'Person', 'name': 'Gary Grossman, Edelman'}","{'@type': 'Organization', 'logo': {'@type': 'ImageObject', 'url': 'https://vbstatic.co/brand/img/logos/VB_Extended_Logo_60H.png', 'width': 416, 'height': 60}, 'name': 'VentureBeat'}","{'@type': 'ImageObject', 'url': 'https://venturebeat.com/wp-content/uploads/2021/04/Automation-e1666797286788.jpg', 'width': 1024, 'height': 512}",,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMia2h0dHBzOi8vYW5hbHl0aWNzaW5kaWFtYWcuY29tL3BhdGgtdG8tYWktdXRvcGlhLW9wZW5haS1mb3VuZGVyLXNhbS1hbHRtYW4tY2hhbGtzLW91dC1hLXdlYWx0aC1mb3ItYWxsLXBsYW4v0gEA?oc=5,Path To AI Utopia: OpenAI Founder Sam Altman Chalks Out A “Wealth For All” Plan – AIM - AIM,2021-04-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://schema.org,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,,,,,"[{'@type': 'Article', '@id': 'https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/#article', 'isPartOf': {'@id': 'https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/'}, 'author': {'name': 'Ram Sagar', '@id': 'https://analyticsindiamag.com/#/schema/person/ca300a5024daff0ecd8aa489e852c849'}, 'headline': 'Path To AI Utopia: OpenAI Founder Sam Altman Chalks Out A “Wealth For All” Plan', 'datePublished': '2021-04-12T04:30:00+00:00', 'dateModified': '2021-04-12T06:43:24+00:00', 'mainEntityOfPage': {'@id': 'https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/'}, 'wordCount': 836, 'publisher': {'@id': 'https://analyticsindiamag.com/#organization'}, 'image': {'@id': 'https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/#primaryimage'}, 'thumbnailUrl': 'https://149695847.v2.pressablecdn.com/wp-content/uploads/2021/04/sam-altman-openai.gif', 'keywords': ['sam altman wealth for all', 'universal basic income'], 'articleSection': ['AI Origins &amp; Evolution'], 'inLanguage': 'en-US', 'copyrightYear': '2021', 'copyrightHolder': {'@id': 'https://analyticsindiamag.com/#organization'}}, {'@type': 'WebPage', '@id': 'https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/', 'url': 'https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/', 'name': 'OpenAI Founder Sam Altman Chalks Out A “Wealth For All” Plan', 'isPartOf': {'@id': 'https://analyticsindiamag.com/#website'}, 'primaryImageOfPage': {'@id': 'https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/#primaryimage'}, 'image': {'@id': 'https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/#primaryimage'}, 'thumbnailUrl': 'https://149695847.v2.pressablecdn.com/wp-content/uploads/2021/04/sam-altman-openai.gif', 'datePublished': '2021-04-12T04:30:00+00:00', 'dateModified': '2021-04-12T06:43:24+00:00', 'description': 'According to Sam Altman, if everyone owns a slice of American value creation, everyone will want America to do better.', 'breadcrumb': {'@id': 'https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/#breadcrumb'}, 'inLanguage': 'en-US', 'potentialAction': [{'@type': 'ReadAction', 'target': ['https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/']}]}, {'@type': 'ImageObject', 'inLanguage': 'en-US', '@id': 'https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/#primaryimage', 'url': 'https://149695847.v2.pressablecdn.com/wp-content/uploads/2021/04/sam-altman-openai.gif', 'contentUrl': 'https://149695847.v2.pressablecdn.com/wp-content/uploads/2021/04/sam-altman-openai.gif', 'width': 600, 'height': 338}, {'@type': 'BreadcrumbList', '@id': 'https://analyticsindiamag.com/path-to-ai-utopia-openai-founder-sam-altman-chalks-out-a-wealth-for-all-plan/#breadcrumb', 'itemListElement': [{'@type': 'ListItem', 'position': 1, 'name': 'Home', 'item': 'https://analyticsindiamag.com/'}, {'@type': 'ListItem', 'position': 2, 'name': 'AI Origins &amp; Evolution', 'item': 'https://analyticsindiamag.com/ai-origins-evolution/'}, {'@type': 'ListItem', 'position': 3, 'name': 'Path To AI Utopia: OpenAI Founder Sam Altman Chalks Out A “Wealth For All” Plan'}]}, {'@type': 'WebSite', '@id': 'https://analyticsindiamag.com/#website', 'url': 'https://analyticsindiamag.com/', 'name': 'Analytics India Magazine', 'description': 'Artificial Intelligence, And Its Commercial, Social And Political Impact', 'publisher': {'@id': 'https://analyticsindiamag.com/#organization'}, 'alternateName': 'AIM', 'potentialAction': [{'@type': 'SearchAction', 'target': {'@type': 'EntryPoint', 'urlTemplate': 'https://analyticsindiamag.com/?s={search_term_string}'}, 'query-input': 'required name=search_term_string'}], 'inLanguage': 'en-US'}, {'@type': 'Organization', '@id': 'https://analyticsindiamag.com/#organization', 'name': 'AIM', 'alternateName': 'AIM Media House', 'url': 'https://analyticsindiamag.com/', 'logo': {'@type': 'ImageObject', 'inLanguage': 'en-US', '@id': 'https://analyticsindiamag.com/#/schema/logo/image/', 'url': 'https://149695847.v2.pressablecdn.com/wp-content/uploads/2021/12/AIM-logo-black.png', 'contentUrl': 'https://149695847.v2.pressablecdn.com/wp-content/uploads/2021/12/AIM-logo-black.png', 'width': 2033, 'height': 884, 'caption': 'AIM'}, 'image': {'@id': 'https://analyticsindiamag.com/#/schema/logo/image/'}, 'sameAs': ['https://www.facebook.com/aimmediahouse', 'https://x.com/analyticsindiam', 'https://www.youtube.com/@aimmediahouse', 'https://in.linkedin.com/company/analytics-india-magazine', 'https://www.instagram.com/analyticsindiamagazine/'], 'description': 'AIM chronicles of technological progress in the space of analytics, artificial intelligence, and its social and political impact', 'email': 'info@aimmediahouse.com', 'telephone': '081339 92289', 'legalName': 'ANALYTICS INDIA MAGAZINE PRIVATE LIMITED', 'foundingDate': '2012-09-23', 'numberOfEmployees': {'@type': 'QuantitativeValue', 'minValue': '51', 'maxValue': '200'}}, {'@type': 'Person', '@id': 'https://analyticsindiamag.com/#/schema/person/ca300a5024daff0ecd8aa489e852c849', 'name': 'Ram Sagar', 'image': {'@type': 'ImageObject', 'inLanguage': 'en-US', '@id': 'https://analyticsindiamag.com/#/schema/person/image/', 'url': 'https://149695847.v2.pressablecdn.com/wp-content/uploads/2019/04/Ram-96x96.jpg', 'contentUrl': 'https://149695847.v2.pressablecdn.com/wp-content/uploads/2019/04/Ram-96x96.jpg', 'caption': 'Ram Sagar'}, 'description': ""I have a master's degree in Robotics and I write about machine learning advancements."", 'url': 'https://analyticsindiamag.com/author/ram-sagar/'}]",,,,,,,,,,,,
https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIxLTA0LTEzL3NvdXRoLWtvcmVhLXdvcmtlcnMtbmVlZC10by1tYWtlLXNwYWNlLWZvci1yb2JvdHMtbWluaXN0ZXItc2F5c9IBAA?oc=5,"Korean Workers Need to Make Space for Robots, Minister Says - Bloomberg",2021-04-13,N/A,"South Koreans must learn how to work alongside machines if they want to thrive in a post-pandemic world where many jobs will be handled by artificial intelligence and robots, according to the country’s labor minister.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://schema.org,NewsMediaOrganization,,https://www.bloomberg.com/news/articles/2021-04-13/south-korea-workers-need-to-make-space-for-robots-minister-says,"Korea Workers Need to Make Space for Robots, Minister Says",2021-04-13T21:00:00.017Z,2021-04-14T02:07:33.581Z,,,https://www.bloomberg.com,"[{'@type': 'Person', 'name': 'Sam Kim'}, {'@type': 'Person', 'name': 'Jeong-Ho Lee'}]","{'@type': 'Organization', 'name': 'Bloomberg', 'url': 'https://www.bloomberg.com', 'logo': {'@type': 'ImageObject', 'url': 'https:/assets.bwbx.io/s3/lightsaber/_next/static/media/bloomberg-logo-amp.bae0aa0a.png', 'width': 262, 'height': 60}}","['https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iLtgk_ik7v5c/v0/1200x800.jpg', 'https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i4t3r8cxEIPY/v259/-1x-1.jpg', 'https:/assets.bwbx.io/s3/lightsaber/_next/static/media/social-default.cc6ae30e.jpg']",,Bloomberg,https://www.bloomberg.com/logo-bloomberg.svg,inquiry1@bloomberg.net,,N/A,N/A,N/A,2021-04-13T21:00:00.017Z,"{'@type': 'PostalAddress', 'addressCountry': 'USA', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10022', 'streetAddress': '731 Lexington Avenue'}",,,,,,False,"{'@type': ['CreativeWork', 'Product'], 'name': 'Bloomberg', 'productID': 'bloomberg.com:basic'}","[{'@type': 'CollectionPage', 'name': 'Politics', 'url': 'https://www.bloomberg.com/politics'}]","{'@type': 'VideoObject', 'name': 'Korea Workers Need to Make Space for\xa0Robots, Minister Says', 'description': 'South Koreans must learn how to work alongside machines if they want to thrive in a post-pandemic world where many jobs will be handled by artificial intelligence and robots, according to the country’s labor minister.', 'uploadDate': '2021-04-13T21:00:00.017Z', 'duration': 'PT1M43S', 'contentURL': 'https://www.bloomberg.com/media-manifest/videos/android/WiFi/130da135-091d-4b21-82a5-60e979c15db0.m3u8?idType=BMMP', 'thumbnailURL': 'https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i4t3r8cxEIPY/v259/110x62.jpg'}","{'@type': 'WebPageElement', 'isAccessibleForFree': False, 'cssSelector': '.paywall'}",https://www.bloomberg.com/diversity-inclusion,Bloomberg Finance L.P.,5493001KJTIIGC8Y1R12,(212) 318-2000,"[{'@type': 'Brand', 'name': 'Bloomberg markets', 'url': 'https://www.bloomberg.com/markets'}, {'@type': 'Brand', 'name': 'Bloomberg technology', 'url': 'https://www.bloomberg.com/technology'}, {'@type': 'Brand', 'name': 'Bloomberg pursuits', 'url': 'https://www.bloomberg.com/pursuits'}, {'@type': 'Brand', 'name': 'Bloomberg politics', 'url': 'https://www.bloomberg.com/politics'}, {'@type': 'Brand', 'name': 'Bloomberg opinion', 'url': 'https://www.bloomberg.com/opinion', 'logo': 'https://www.bloomberg.com/logo-bloomberg_opinion.svg'}, {'@type': 'Brand', 'name': 'Bloomberg businessweek', 'url': 'https://www.bloomberg.com/businessweek', 'logo': 'https://www.bloomberg.com/logo-bloomberg_businessweek.svg'}, {'@type': 'Brand', 'name': 'Bloomberg green', 'url': 'https://www.bloomberg.com/green'}, {'@type': 'Brand', 'name': 'Bloomberg equality', 'url': 'https://www.bloomberg.com/equality'}, {'@type': 'Brand', 'name': 'Bloomberg citylab', 'url': 'https://www.bloomberg.com/citylab'}, {'@type': 'Brand', 'name': 'Bloomberg crypto', 'url': 'https://www.bloomberg.com/crypto'}, {'@type': 'Brand', 'name': 'Bloomberg industries', 'url': 'https://www.bloomberg.com/industries'}, {'@type': 'Brand', 'name': 'Bloomberg economics', 'url': 'https://www.bloomberg.com/economics'}, {'@type': 'Brand', 'name': 'Bloomberg ai', 'url': 'https://www.bloomberg.com/ai'}, {'@type': 'Brand', 'name': 'Bloomberg wealth', 'url': 'https://www.bloomberg.com/wealth'}]",,
https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmNuZXQuY29tL2N1bHR1cmUvYWlzLXNvY2lhbC1qdXN0aWNlLXByb2JsZW0taXRzLWFtcGxpZnlpbmctaHVtYW4tYmlhcy_SAQA?oc=5,AI's social justice problem: It's amplifying human bias - CNET,2021-04-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://schema.org,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,,,,,,,"[{'@type': 'NewsArticle', 'mainEntityOfPage': {'@id': 'https://www.cnet.com/culture/ais-social-justice-problem-its-amplifying-human-bias/', '@type': 'WebPage', 'name': ""AI's social justice problem: It's amplifying human bias""}, 'url': 'https://www.cnet.com/culture/ais-social-justice-problem-its-amplifying-human-bias/', 'headline': ""AI's social justice problem: It's amplifying human bias"", 'description': ""Coded Bias director Shalini Kantayya talked to CNET about the algorithms that are making society's most important decisions for us."", 'keywords': 'Now What, Culture, Computing, Artificial intelligence (AI), Netflix', 'image': [{'@type': 'ImageObject', 'url': 'https://www.cnet.com/a/img/resize/394943797ac416c7d1dec3760ccbfc3e79624bf5/hub/2019/12/11/30df0346-f55d-472b-a4cd-6a5816555b09/code-for-bias-sundance.jpg?auto=webp&fit=crop&height=675&width=1200', 'width': '1200', 'height': '675'}, {'@type': 'ImageObject', 'url': 'https://www.cnet.com/a/img/resize/254c586e2008bfa164a80973e84d4cac767999fb/hub/2019/12/11/30df0346-f55d-472b-a4cd-6a5816555b09/code-for-bias-sundance.jpg?auto=webp&fit=crop&height=900&width=1200', 'width': '1200', 'height': '900'}, {'@type': 'ImageObject', 'url': 'https://www.cnet.com/a/img/resize/0ba4543adca436f806795d18eadf46f81ee2344d/hub/2019/12/11/30df0346-f55d-472b-a4cd-6a5816555b09/code-for-bias-sundance.jpg?auto=webp&fit=crop&height=1200&width=1200', 'width': '1200', 'height': '1200'}], 'author': [{'@type': 'Person', 'name': 'Jason Hiner', 'url': 'https://www.cnet.com/profiles/jason.hiner/', 'jobTitle': 'VP of Content, CNET Labs; Editor in Chief, ZDNET', 'sameAs': 'https://www.twitter.com/jasonhiner', 'image': 'https://www.cnet.com/a/img/resize/7465c65eb470da64e1ac477375097e8b63b06497/hub/2019/03/13/6c3d72b8-8219-45aa-a6e7-afa5a8533af4/headshotfall2016color4x3.jpg?auto=webp&fit=crop&height=1200&width=1200', 'award': 'Jason is an award-winning journalist, editor, and video host with a passion for covering cutting edge innovation.', 'knowsAbout': 'Apple | Google | Microsoft | Samsung | Computers | Smartphones | Wearables | Latest technology products'}], 'datePublished': '2021-04-15T11:00:00.000Z', 'dateModified': '2021-04-15T11:00:00.000Z', 'publisher': {'@type': 'Organization', 'name': 'CNET', 'logo': {'@type': 'ImageObject', 'height': '310', 'width': '310', 'url': 'https://www.cnet.com/a/neutron/images/logos/og_cnet.png'}}, 'speakable': {'@type': 'SpeakableSpecification', 'cssSelector': ['.u-speakableText', '.u-speakableText-dek', '.u-speakableText-p1', '.u-speakableText-p2']}, 'video': []}, {'@type': 'BreadcrumbList', 'itemListElement': [{'@type': 'ListItem', 'position': 1, 'item': {'@id': 'https://www.cnet.com/culture/', 'name': 'Culture'}}, {'@type': 'ListItem', 'position': 2, 'item': {'@id': 'https://www.cnet.com/culture/culture/', 'name': 'Culture'}}, {'@type': 'ListItem', 'position': 3, 'item': {'@id': 'https://www.cnet.com/culture/ais-social-justice-problem-its-amplifying-human-bias/', 'name': ""AI's social justice problem: It's amplifying human bias""}}]}]",,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LnRlY2hub2xvZ3lyZXZpZXcuY29tLzIwMjEvMDQvMDkvMTAyMjIxNy9mYWNlYm9vay1hZC1hbGdvcml0aG0tc2V4LWRpc2NyaW1pbmF0aW9uL9IBYWh0dHBzOi8vd3d3LnRlY2hub2xvZ3lyZXZpZXcuY29tLzIwMjEvMDQvMDkvMTAyMjIxNy9mYWNlYm9vay1hZC1hbGdvcml0aG0tc2V4LWRpc2NyaW1pbmF0aW9uL2FtcC8?oc=5,Facebook’s ad algorithms are still excluding women from seeing jobs - MIT Technology Review,2021-04-09,N/A,Its ad-delivery system is excluding women from opportunities without regard to their qualifications. That would be illegal under US employment law.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://schema.org,Organization,"[{'@type': 'ListItem', 'position': 1, 'name': 'Policy', 'item': {'@type': 'Thing', '@id': 'https://www.technologyreview.com/topic/policy/'}}, {'@type': 'ListItem', 'position': 2, 'name': 'Facebook’s ad algorithms are still excluding women from seeing jobs', 'item': {'@type': 'Thing', '@id': 'https://www.technologyreview.com/2021/04/09/1022217/facebook-ad-algorithm-sex-discrimination/'}}]","{'@type': 'WebPage', '@id': 'https://www.technologyreview.com/2021/04/09/1022217/facebook-ad-algorithm-sex-discrimination/'}",Facebook’s ad algorithms are still excluding women from seeing jobs,2021-04-09T08:00:00-04:00,2021-06-16T21:34:32-04:00,,Policy,https://www.technologyreview.com/2021/04/09/1022217/facebook-ad-algorithm-sex-discrimination/,"{'@type': 'Person', 'name': 'Karen Hao'}","{'@type': 'Organization', 'name': 'MIT Technology Review', 'logo': {'@type': 'ImageObject', 'url': 'https://wp.technologyreview.com/wp-content/themes/mittr/client/src/images/logo.png', 'width': 203, 'height': 100}}","{'@type': 'ImageObject', 'url': 'https://wp.technologyreview.com/wp-content/uploads/2021/04/paper-female-crop-v2.jpeg?resize=854,569', 'height': 569, 'width': 854}",,MIT Technology Review,,,,N/A,N/A,N/A,2021-04-09T08:00:00-04:00,"{'@type': 'PostalAddress', 'addressLocality': 'Cambridge, MA, USA', 'postalCode': '02142', 'streetAddress': '1 Main Street'}",,"{'@type': 'Person', 'name': 'Karen Hao'}",,,,,,,,,,,,,,1068.0,"https://wp.technologyreview.com/wp-content/uploads/2021/04/paper-female-crop-v2.jpeg?resize=854,569"
